#START7777
#             TM   L_VIS  R_VIS  L_RVR  R_RVR  CH_MIN    TA     TD     HM     PS     PA     RN  예비1  예비2   WD02   WD02   WD02   WS02   WS02   WS02   WD10   WD10   WD10   WS10   WS10   WS10
#    YYYYMMDDHHMI                                  m   0.1C   0.1C      % 0.1hPa 0.1hPa  0.1mm                  deg    MAX    MIN 0.1m/s    MAX    MIN    deg    MAX    MIN 0.1m/s    MAX    MIN
 151 202407100208  10000 -99999   2000 -99999   1000    231    229     99  10050  10040     20 -99999 -99999    320    350    300      6      8      2    320    360      0      5     10      1
 163 202407100208  10000 -99999   2000 -99999   1400    261    244     90  10007   9993      1 -99999 -99999    220    230    200     95    134     67    200    220    180     93    139     60
 182 202407100208  10000 -99999   2000 -99999  21200    284    234     74  10028  10001      0 -99999 -99999    220    240    200     97    139     52    210    250    190    100    172     52
  92 202407100209   1000 -99999   1800 -99999    300    218    216     99  10033   9957     13 -99999 -99999    120    130    110     11     13      8    110    140     70     11     19      4
 151 202407100209  10000 -99999   2000 -99999   1000    231    229     99  10049  10040     20 -99999 -99999    330    350    310      4      7      2    320    360      0      4      8      1
 163 202407100209  10000 -99999   2000 -99999   1400    261    243     90  10007   9993      1 -99999 -99999    220    230    200    101    138     67    210    220    180     96    139     60
 167 202407100209  10000 -99999   2000 -99999   1400    264    245     89  10030  10019      0 -99999 -99999    200    230    180     54     93     36    190    220    170     65    105     27
 110 202407100209  10000 -99999   2000 -99999   1200    235    233     98  10018   9998      3 -99999 -99999    120    130    100     27     32     20    100    130     80     33     56     17
 113 202407100209  10000 -99999   2000 -99999   1700    241    220     88  10010  10002      1 -99999 -99999     80     80     10     29     54      5     90     90    360     41     74      5
 182 202407100209  10000 -99999   2000 -99999  21200    284    234     74  10029  10001      0 -99999 -99999    220    240    200     97    142     52    210    250    190     98    172     52
  92 202407100210    750 -99999   1400 -99999    300    218    216     99  10033   9957     13 -99999 -99999    120    130    100     10     13      7    110    140     70     11     19      4
 110 202407100210  10000 -99999   2000 -99999   1200    235    233     99  10017   9997      3 -99999 -99999    120    130    100     28     37     23    100    130     80     32     56     17
 113 202407100210  10000 -99999   2000 -99999   1700    243    219     86  10009  10002      1 -99999 -99999     60     60     10     22     41      5     90     90    360     40     74      5
 167 202407100210  10000 -99999   2000 -99999   1400    263    245     90  10029  10018      0 -99999 -99999    190    230    160     59     93     38    190    220    150     63    104     36
 151 202407100210  10000 -99999   2000 -99999   1000    231    229     99  10049  10039     20 -99999 -99999    290    350    230      4      6      2    320    360      0      4      8      1
 163 202407100210  10000 -99999   2000 -99999   1400    260    243     90  10006   9992      1 -99999 -99999    210    230    190    102    138     62    200    220    180     96    139     60
 182 202407100210  10000 -99999   2000 -99999  20500    284    234     74  10028  10000      0 -99999 -99999    220    240    200    113    177     58    210    230    190    101    177     52
  92 202407100211    700 -99999   1400 -99999    300    218    216     99  10033   9957     13 -99999 -99999    110    130     80     10     13      7    110    140     70     11     19      6
 110 202407100211  10000 -99999   2000 -99999   1200    235    233     99  10016   9996      3 -99999 -99999    110    130    100     32     45     23    100    130     80     33     56     17
 113 202407100211  10000 -99999   2000 -99999   1700    241    218     87  10008  10000      1 -99999 -99999     80    100     50     26     61     11     90     90    360     38     74      5
 151 202407100211  10000 -99999   2000 -99999   1000    232    230     99  10048  10038     20 -99999 -99999    240    310      0      4      6      1    310    360      0      4      8      1
 167 202407100211  10000 -99999   2000 -99999   1400    263    245     90  10029  10019      0 -99999 -99999    170    200    150     53     79     32    180    220    140     61    104     32
 163 202407100211  10000 -99999   2000 -99999   1400    260    242     90  10007   9993      1 -99999 -99999    210    220    190     94    134     57    200    220    180     96    139     57
 182 202407100211  10000 -99999   2000 -99999  20500    284    233     74  10028  10000      0 -99999 -99999    210    230    200    136    180     93    210    230    190    104    180     52
  92 202407100212    650 -99999   1200 -99999    300    218    216     99  10033   9957     14 -99999 -99999     90    110     60      8     12      3    110    140     50     11     19      3
 110 202407100212  10000 -99999   2000 -99999   1200    235    233     99  10015   9995      3 -99999 -99999    110    130    100     34     45     25    100    130     80     32     49     17
 113 202407100212  10000 -99999   2000 -99999   1700    240    218     87  10006   9998      1 -99999 -99999     90    100     60     35     61     15     90     90    360     37     74      5
 151 202407100212  10000 -99999   2000 -99999   1000    232    230     99  10047  10038     20 -99999 -99999    230    280      0      4      6      1    310    360      0      4      8      1
 163 202407100212  10000 -99999   2000 -99999   1400    260    242     90  10006   9992      1 -99999 -99999    210    220    190     94    134     57    200    220    180     96    139     57
 167 202407100212  10000 -99999   2000 -99999   1400    262    245     90  10029  10019      0 -99999 -99999    180    210    150     50     75     32    180    220    140     61    104     32
 182 202407100212  10000 -99999   2000 -99999  20500    285    233     74  10028  10001      0 -99999 -99999    210    230    200    131    180     82    210    230    190    108    180     52
  92 202407100213    600 -99999   1200 -99999    300    219    216     99  10033   9957     14 -99999 -99999     80    170      0      9     14      1    100    160      0     11     19      1
 163 202407100213  10000 -99999   2000 -99999   1300    260    242     90  10006   9992      1 -99999 -99999    210    230    200    108    167     67    200    220    180     98    167     57
 110 202407100213  10000 -99999   2000 -99999   1200    235    233     99  10013   9993      3 -99999 -99999    110    120    100     33     41     26    110    130     80     31     45     17
 113 202407100213  10000 -99999   2000 -99999   1700    240    218     88  10003   9995      1 -99999 -99999     90    100     60     41     57     28     80     80    360     36     74      5
 151 202407100213  10000 -99999   2000 -99999   1000    232    230     99  10047  10037     20 -99999 -99999    200    280      0      4     10      1    290    360      0      4     10      1
 167 202407100213  10000 -99999   2000 -99999   1400    262    245     90  10029  10019      0 -99999 -99999    190    210    170     44     75     27    180    220    140     59    104     27
 182 202407100213  10000 -99999   2000 -99999  20500    285    233     74  10027  10000      0 -99999 -99999    220    240    190    101    152     51    210    230    190    108    180     51
  92 202407100214    350 -99999    800 -99999    300    219    217     99  10033   9957     14 -99999 -99999     90    170      0     11     15      1    100    160      0     11     19      1
 110 202407100214  10000 -99999   2000 -99999   1200    235    233     99  10012   9991      3 -99999 -99999    110    130    100     37     47     27    110    130     80     31     47     17
 163 202407100214  10000 -99999   2000 -99999   1300    260    242     90  10007   9993      1 -99999 -99999    210    230    190    113    167     74    200    220    180     99    167     57
 182 202407100214  10000 -99999   2000 -99999  20500    285    234     74  10028  10001      0 -99999 -99999    220    250    190     93    137     47    210    240    190    107    180     47
 113 202407100214  10000 -99999   2000 -99999   1700    240    218     88  10001   9993      1 -99999 -99999     90    110     50     44     64     20     80     80    360     36     74      5
 151 202407100214  10000 -99999   2000 -99999   1000    232    230     99  10046  10037     20 -99999 -99999    170    250    150      5     10      2    280    360      0      4     10      1
 167 202407100214  10000 -99999   2000 -99999   1400    262    245     90  10030  10019      0 -99999 -99999    190    210    170     43     77     27    180    220    140     58    104     27
#7777END
